Main Author, de Kleer
Title, Near-infrared monitoring of Io and detection of a violent outburst on 29 August 2013.
Year, 2014
URL, https://www.sciencedirect.com/science/article/pii/S0019103514003170?via%3Dihub
Position, Figure 1
Wavelength, 1250KOnly
2.009817318598975, 1116.0401817306483
2.0226802056794853, 1115.5356717873456
2.061268113599855, 1135.7750438046805
2.075644221110514, 1136.9553725105616
2.114232384621992, 1149.814295686867
2.1286085324891415, 1149.8292903652145
2.1687100240480772, 1161.2654947839546
2.1830861719152272, 1161.280489462304
2.2216744026875226, 1172.197189259392
2.236807193901928, 1172.0978784125691
2.2776656974970466, 1172.7735158200521
2.2920418700264964, 1172.0763619260215
2.3321437315199307, 1172.8303377590582
2.3457632400256516, 1172.8445432438111
2.385108504756175, 1172.3676550764121
2.3994846346871066, 1172.9005759892207
2.43958671814124, 1167.2452146708347
2.45396286600839, 1167.2602093491842
2.4940649494625236, 1161.6048480308018
2.5084410973296736, 1161.6198427091513
2.5485433960184243, 1149.749366577269
2.5629195012870563, 1150.9944360624559
2.601508527979031, 1138.9281592054576
2.6158846511838814, 1139.6553024561872
2.6559871538971134, 1121.8934154073413
2.6703633017642634, 1121.9084100856908
2.710465582516796, 1110.5558601882658
2.724841730383946, 1110.5708548666153
2.764944208434878, 1093.5211163901495
2.779320331639728, 1094.248259640879
2.81790957356632, 1075.9668679703827
2.832285703497252, 1076.4997888831895
2.8723881994844023, 1058.9321241722646
2.886764354077634, 1058.752896512693
2.9268669509560112, 1038.271896732942
2.9412431526318157, 1036.7331127079142
2.9813456306827475, 1019.6833742314502
2.9957217538875973, 1020.4105174821798
3.034311013750408, 1001.6111995772226
3.0486871997320213, 1000.5256010073481
3.0887898010944532, 979.9151196689818
3.1031659489616032, 979.9301143473313
3.143268552566062, 959.2548922296592
3.1576447721780845, 957.1981819701741
3.197747321973889, 938.0767385558775
3.2121234967453662, 937.3148438825374
3.250712651232895, 921.5583426050252
3.2650889425897898, 917.4299274077057
3.305191420640722, 900.3801889312417
3.3195676918193717, 896.8344407476907
3.3596702617934215, 877.1303303196255
3.3740463917243533, 877.6632512324322
3.414149031201249, 855.9521766458438
3.4285251409539352, 857.0677645724172
3.467114468077563, 836.3262232882425
3.481490784096758, 831.4856595185447
3.521593040186991, 820.8452581934998
3.53596936069024, 815.8752128651886
3.576071863403472, 798.1133258163427
3.5904480605952225, 796.704023349932
3.629037425833314, 774.8618888175333
3.644170107437497, 777.9276827368449
3.6835161234962683, 755.7554400815825
3.697892378980727, 752.6628773531829
3.7379948570316595, 735.613138876719
3.7523710048988095, 735.6281335550684
3.792473751993013, 710.8095015617273
3.8068499267644906, 710.047606888389
3.8454391350606736, 692.7373269075015
3.860571726983766, 698.392751999103
3.8999179762133727, 669.4874682958853
3.9142940478515955, 671.7036494706826
3.9543968173660726, 646.2376096842709
3.9687727970811775, 651.1081628106658
4.008875407411718, 630.2387183550709
4.023251053064761, 644.755647598251
4.074704226408163, 595.8134909831169
4.116319308780152, 598.2393573094778
4.130695272801066, 603.5630958910224
4.170798096124197, 576.543277401237
4.185173948043748, 585.1040549481459
4.225276919340678, 553.8113450240799
4.239652697273329, 564.5085682881308
4.271432117686244, 548.1622972544737
4.29715711610583, 569.5535870081876
4.332720695155585, 525.437467619693
4.347096433628557, 537.2741285995507
4.3902260758177825, 502.70869201692585
4.4030882873007435, 521.7127369048831
4.434868192738889, 491.36087728108396
4.459836305174047, 519.8728635650023
4.512801652369272, 502.83654137969097
4.5672798836905555, 497.1961747396581
4.621001919571808, 478.73634460318317
4.676237135526719, 463.12668714342544
4.729958540053095, 462.8978604598815
4.77005982444871, 480.31611288661406
4.782166796073555, 458.90731092697933
4.821511713558896, 468.4574746586932
4.8358882627489255, 456.8838698410382
4.874476845519502, 457.6362672868818
4.889610071188968, 444.9916320942921
4.928955327947839, 444.744933364429
4.943331742616234, 437.0557753052126
4.983433702758868, 434.96115684873075
4.994026653818873, 434.9722055590919
